Date,johor_ladang_lim_lim,johor_sg_tiram_di_kg_bukit_dagang,johor_sg_tiram_di_klinik_kesihatan_ulu_tiram,johor_layang_layang,johor_bukit_besar,johor_kg_semanggar,johor_ladang_nam_heng,johor_ladang_pekan,johor_lepau,johor_pasak,johor_sg_johor_di_kota_tinggi,johor_sg_kepala_orang_di_kg_sri_jaya,johor_sg_linggiu_di_linggiu,johor_sg_sembilang_di_kg_sg_sembilang,johor_ulu_sebol,johor_ladang_sedenak,johor_sg_siam_di_kg_sg_siam,johor_sg_siku_di_kg_murni_jaya
2021-06-26,17.0,,2.0,0.0,0.0,,6.0,,1.0,4.0,0.0,,9.0,,,0.0,,0.0
2021-06-27,1.0,,0.0,0.0,0.0,,2.0,,4.0,0.0,0.0,,0.0,,,0.0,,0.0
2021-06-28,0.0,,1.0,0.0,3.0,,0.0,,0.0,0.0,0.0,,1.0,,,0.0,,0.0
2021-06-29,0.0,,28.0,0.0,12.0,,0.0,,0.0,0.0,0.0,,3.0,,,6.0,,14.0
2021-06-30,0.0,,0.0,0.0,31.0,,0.0,,0.0,0.0,0.0,,3.0,,,13.0,,17.0
2021-07-01,0.0,,4.0,0.0,0.0,,0.0,,0.0,9.0,0.0,,21.0,,,0.0,,2.0
2021-07-02,29.0,,9.0,0.0,0.0,,1.0,,15.0,11.0,0.0,,1.0,,,1.0,,5.0
2021-07-03,25.0,,0.0,0.0,0.0,,0.0,,6.0,0.0,0.0,,0.0,,,0.0,,0.0
2021-07-04,23.0,,2.0,0.0,,,1.0,,36.0,0.0,0.0,,0.0,,,0.0,,0.0
2021-07-05,1.0,,2.0,0.0,,,0.0,,4.0,0.0,0.0,,0.0,,,2.0,,27.0
2021-07-06,18.0,,0.0,0.0,,,7.0,,0.0,11.0,0.0,,0.0,,,14.0,,7.0
2021-07-07,0.0,,26.0,0.0,,,0.0,,,0.0,0.0,,4.0,,,2.0,,59.0
2021-07-08,0.0,,0.0,0.0,,,1.0,,,0.0,0.0,,0.0,,,10.0,,3.0
2021-07-09,7.0,,13.0,0.0,,,45.0,,,0.0,0.0,,1.0,,,22.0,,34.0
2021-07-10,22.0,,2.0,0.0,,,17.0,,,,0.0,,26.0,,,1.0,,3.0
2021-07-11,15.0,,7.0,0.0,,,30.0,,,31.0,0.0,,19.0,,,11.0,,16.0
2021-07-12,6.0,,9.0,0.0,,,1.0,,,0.0,0.0,,0.0,,,27.0,,5.0
2021-07-13,31.0,,13.0,0.0,,,8.0,,,2.0,0.0,,6.0,,,10.0,,5.0
2021-07-14,0.0,,7.0,0.0,,,1.0,,,1.0,0.0,,1.0,,,0.0,,1.0
2021-07-15,0.0,,5.0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0
2021-07-16,0.0,,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0
2021-07-17,0.0,,1.0,0.0,,,0.0,,5.0,0.0,0.0,,0.0,,,0.0,,0.0
2021-07-18,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,,0.0
2021-07-19,13.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,,44.0,,0.0,0.0,,0.0
2021-07-20,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-07-21,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-07-22,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-07-23,27.0,,0.0,4.0,0.0,,0.0,,42.0,0.0,9.0,,5.0,,15.0,0.0,,0.0
2021-07-24,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-07-25,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-07-26,0.0,,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,,2.0,,1.0,0.0,,0.0
2021-07-27,0.0,,0.0,0.0,0.0,,6.0,,0.0,0.0,1.0,,6.0,,4.0,0.0,,0.0
2021-07-28,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-07-29,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-07-30,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-07-31,10.0,,31.0,2.0,0.0,,35.0,,0.0,0.0,30.0,,7.0,,0.0,0.0,,0.0
2021-08-01,24.0,,10.0,1.0,6.0,,3.0,,22.0,0.0,3.0,,2.0,,0.0,8.0,,2.0
2021-08-02,17.0,,1.0,0.0,0.0,,12.0,,0.0,0.0,3.0,,1.0,,0.0,0.0,,0.0
2021-08-03,0.0,,18.0,0.0,0.0,,0.0,,5.0,0.0,8.0,,2.0,,6.0,0.0,,0.0
2021-08-04,5.0,,0.0,2.0,1.0,,6.0,,3.0,0.0,4.0,,1.0,,2.0,6.0,,7.0
2021-08-05,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-08-06,2.0,,85.0,0.0,83.0,,83.0,,1.0,0.0,51.0,,40.0,,1.0,31.0,,1.0
2021-08-07,0.0,,8.0,0.0,0.0,,3.0,,1.0,0.0,8.0,,66.0,,5.0,1.0,,0.0
2021-08-08,13.0,,10.0,16.0,,,1.0,,4.0,0.0,14.0,,4.0,,1.0,23.0,,6.0
2021-08-09,0.0,,4.0,0.0,,,0.0,,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0
2021-08-10,0.0,,11.0,0.0,,,2.0,,0.0,0.0,22.0,,4.0,,0.0,0.0,,0.0
2021-08-11,26.0,,41.0,11.0,,,3.0,,11.0,0.0,6.0,,36.0,,49.0,0.0,,3.0
2021-08-12,0.0,,1.0,14.0,,,0.0,,0.0,0.0,0.0,,0.0,,6.0,5.0,,1.0
2021-08-13,2.0,,0.0,12.0,,,0.0,,2.0,0.0,18.0,,2.0,,8.0,27.0,,28.0
2021-08-14,0.0,,18.0,6.0,,,0.0,,0.0,0.0,0.0,,5.0,,8.0,11.0,,8.0
2021-08-15,27.0,,5.0,25.0,,,5.0,,5.0,0.0,36.0,,26.0,,87.0,43.0,,78.0
2021-08-16,0.0,,0.0,1.0,,,1.0,,1.0,0.0,9.0,,1.0,,0.0,1.0,,1.0
2021-08-17,5.0,,5.0,0.0,0.0,,4.0,,11.0,0.0,7.0,,9.0,,1.0,0.0,,1.0
2021-08-18,1.0,,4.0,1.0,7.0,,6.0,,5.0,0.0,17.0,,6.0,,2.0,7.0,,6.0
2021-08-19,10.0,,13.0,2.0,2.0,,6.0,,27.0,0.0,3.0,,2.0,,1.0,1.0,,3.0
2021-08-20,99.0,,25.0,6.0,20.0,,21.0,,80.0,0.0,13.0,,4.0,,7.0,19.0,,9.0
2021-08-21,1.0,,1.0,1.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,,1.0,0.0,,6.0
2021-08-22,5.0,,5.0,18.0,2.0,,5.0,,8.0,0.0,2.0,,7.0,,5.0,1.0,,15.0
2021-08-23,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-08-24,48.0,,84.0,9.0,37.0,,50.0,,66.0,0.0,11.0,,25.0,,10.0,7.0,,
2021-08-25,1.0,,39.0,9.0,0.0,,4.0,,1.0,0.0,5.0,,1.0,,0.0,0.0,,3.0
2021-08-26,18.0,,3.0,43.0,1.0,,13.0,,0.0,0.0,1.0,,3.0,,2.0,0.0,,1.0
2021-08-27,0.0,,7.0,0.0,0.0,,25.0,,0.0,0.0,14.0,,0.0,,0.0,0.0,,0.0
2021-08-28,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,20.0,,1.0,0.0,,0.0
2021-08-29,20.0,,6.0,0.0,2.0,,6.0,,36.0,0.0,5.0,,22.0,,2.0,6.0,,3.0
2021-08-30,35.0,,24.0,3.0,2.0,,17.0,,16.0,0.0,15.0,,1.0,,19.0,5.0,,20.0
2021-08-31,1.0,,0.0,1.0,1.0,,0.0,,35.0,0.0,0.0,,2.0,,0.0,0.0,,0.0
2021-09-01,5.0,,3.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-09-02,84.0,,46.0,71.0,,,86.0,,68.0,0.0,31.0,,55.0,,59.0,89.0,,84.0
2021-09-03,0.0,,,0.0,,,,,,0.0,0.0,,,,0.0,11.0,,
2021-09-04,0.0,,,0.0,,,,,,0.0,21.0,,,,0.0,37.0,,
2021-09-05,0.0,,,19.0,,,,,,0.0,22.0,,,,32.0,20.0,,
2021-09-06,21.0,,,0.0,,,,,,1.0,0.0,,,,24.0,0.0,,
2021-09-07,0.0,,1.0,0.0,,,0.0,,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0
2021-09-08,3.0,,0.0,0.0,,,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-09-09,0.0,,0.0,3.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,2.0
2021-09-10,25.0,,7.0,0.0,,,59.0,,13.0,0.0,23.0,,4.0,,0.0,1.0,,0.0
2021-09-11,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,6.0,,9.0,0.0,,2.0
2021-09-12,2.0,,1.0,1.0,5.0,,1.0,,0.0,0.0,0.0,,0.0,,0.0,8.0,,7.0
2021-09-13,1.0,,6.0,3.0,1.0,,6.0,11.0,5.0,0.0,15.0,,5.0,,11.0,1.0,,0.0
2021-09-14,0.0,,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,,1.0
2021-09-15,0.0,,0.0,0.0,1.0,,0.0,14.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0
2021-09-16,33.0,,32.0,15.0,12.0,,22.0,0.0,0.0,0.0,38.0,,,,0.0,12.0,,1.0
2021-09-17,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-09-18,10.0,,0.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11.0,,0.0,0.0,,1.0
2021-09-19,,,,,,,,,,,,,,,,,,
2021-09-20,0.0,,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,1.0
2021-09-21,5.0,,6.0,0.0,5.0,,7.0,0.0,1.0,0.0,19.0,,1.0,,1.0,8.0,,1.0
2021-09-22,2.0,,0.0,0.0,37.0,,10.0,0.0,0.0,0.0,7.0,,21.0,,0.0,0.0,,0.0
2021-09-23,0.0,,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,5.0,,0.0,,0.0,3.0,,0.0
2021-09-24,0.0,,2.0,0.0,2.0,,3.0,3.0,2.0,0.0,3.0,,20.0,,53.0,2.0,,0.0
2021-09-25,0.0,,12.0,1.0,26.0,,19.0,3.0,4.0,0.0,64.0,,1.0,,11.0,0.0,,0.0
2021-09-26,11.0,,9.0,18.0,2.0,,8.0,0.0,13.0,0.0,0.0,,0.0,,0.0,7.0,,29.0
2021-09-27,12.0,,1.0,28.0,10.0,,10.0,21.0,47.0,0.0,6.0,,4.0,,45.0,12.0,,39.0
2021-09-28,0.0,,1.0,0.0,2.0,,5.0,1.0,16.0,0.0,2.0,,8.0,,1.0,0.0,,1.0
2021-09-29,4.0,,42.0,0.0,14.0,,9.0,0.0,0.0,0.0,2.0,,4.0,,0.0,0.0,,0.0
2021-09-30,34.0,,58.0,82.0,90.0,,97.0,34.0,19.0,1.0,39.0,,65.0,,28.0,39.0,,52.0
2021-10-01,62.0,,19.0,3.0,16.0,,45.0,7.0,46.0,0.0,44.0,,61.0,,20.0,13.0,,13.0
2021-10-02,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,5.0,,4.0
2021-10-03,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
2021-10-04,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,,0.0,0.0,,0.0
2021-10-05,2.0,,0.0,1.0,0.0,,0.0,2.0,1.0,0.0,0.0,,1.0,,0.0,3.0,,3.0
2021-10-06,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,4.0,,0.0
2021-10-07,0.0,,0.0,0.0,8.0,,0.0,0.0,5.0,0.0,0.0,,2.0,,0.0,0.0,,1.0
2021-10-08,0.0,,0.0,0.0,12.0,,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,24.0,0.0,6.0
2021-10-09,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-10-10,0.0,,8.0,4.0,0.0,,18.0,0.0,4.0,0.0,51.0,,26.0,,0.0,0.0,1.0,2.0
2021-10-11,,,,,,,,,,,,,,,,,,
2021-10-12,5.0,,0.0,7.0,0.0,,2.0,1.0,0.0,0.0,26.0,,1.0,,2.0,0.0,0.0,0.0
2021-10-13,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,,0.0,,0.0,0.0,0.0,0.0
2021-10-14,0.0,,0.0,0.0,0.0,,0.0,0.0,21.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-10-15,0.0,,0.0,2.0,0.0,,0.0,3.0,0.0,0.0,0.0,,0.0,,0.0,4.0,0.0,7.0
2021-10-16,0.0,,0.0,11.0,20.0,,0.0,6.0,0.0,0.0,0.0,,0.0,,27.0,37.0,0.0,0.0
2021-10-17,3.0,,3.0,2.0,20.0,1.0,,2.0,,0.0,2.0,,,,3.0,33.0,,
2021-10-18,0.0,,1.0,0.0,20.0,1.0,,0.0,,0.0,1.0,,,,0.0,0.0,,
2021-10-19,3.0,,8.0,2.0,22.0,2.0,,9.0,,0.0,2.0,,,,20.0,29.0,,
2021-10-20,10.0,,9.0,40.0,83.0,65.0,45.0,46.0,48.0,1.0,76.0,,66.0,,33.0,21.0,30.0,25.0
2021-10-21,8.0,,10.0,19.0,88.0,,14.0,19.0,0.0,0.0,39.0,,39.0,,11.0,0.0,0.0,0.0
2021-10-22,0.0,,60.0,11.0,88.0,,35.0,13.0,1.0,0.0,59.0,,9.0,,13.0,1.0,3.0,4.0
2021-10-23,5.0,,2.0,3.0,12.0,,6.0,2.0,1.0,0.0,11.0,,27.0,,3.0,2.0,3.0,3.0
2021-10-24,39.0,,63.0,55.0,58.0,,0.0,47.0,20.0,0.0,4.0,,9.0,,34.0,6.0,3.0,3.0
2021-10-25,4.0,,20.0,0.0,58.0,0.0,23.0,0.0,0.0,0.0,4.0,,0.0,,0.0,5.0,0.0,0.0
2021-10-26,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-10-27,1.0,,,15.0,0.0,,,2.0,,0.0,0.0,,,,0.0,55.0,,
2021-10-28,0.0,,31.0,0.0,5.0,,0.0,0.0,0.0,0.0,2.0,,2.0,,0.0,0.0,0.0,0.0
2021-10-29,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-10-30,10.0,,0.0,0.0,28.0,,3.0,0.0,18.0,0.0,0.0,,7.0,,0.0,0.0,0.0,0.0
2021-10-31,1.0,,20.0,31.0,23.0,,0.0,61.0,11.0,0.0,0.0,,5.0,,0.0,50.0,45.0,62.0
2021-11-01,5.0,,43.0,16.0,5.0,1.0,7.0,13.0,5.0,0.0,30.0,,8.0,,10.0,5.0,19.0,11.0
2021-11-02,6.0,,13.0,3.0,12.0,,21.0,24.0,12.0,1.0,29.0,,51.0,,33.0,16.0,10.0,10.0
2021-11-03,2.0,,1.0,1.0,15.0,19.0,2.0,1.0,2.0,,18.0,,1.0,,2.0,1.0,1.0,1.0
2021-11-04,19.0,,,16.0,1.0,,,16.0,,,63.0,,,,29.0,0.0,,
2021-11-05,5.0,,,39.0,7.0,,,37.0,,1.0,51.0,,,,26.0,52.0,,
2021-11-06,1.0,,,0.0,,,,0.0,,0.0,0.0,,,,0.0,4.0,,
2021-11-07,2.0,,,0.0,,,,0.0,,0.0,8.0,,,,0.0,0.0,,
2021-11-08,1.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,3.0,,0.0,0.0,0.0,0.0
2021-11-09,0.0,,8.0,2.0,,,0.0,12.0,9.0,0.0,0.0,,3.0,,35.0,0.0,0.0,0.0
2021-11-10,21.0,,24.0,85.0,34.0,36.0,19.0,76.0,18.0,0.0,40.0,,97.0,,89.0,17.0,47.0,41.0
2021-11-11,6.0,,1.0,3.0,0.0,1.0,1.0,16.0,1.0,0.0,5.0,,,,23.0,1.0,3.0,1.0
2021-11-12,2.0,,2.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,5.0,,,,1.0,1.0,1.0,1.0
2021-11-13,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,,1.0,0.0,3.0,1.0
2021-11-14,6.0,,0.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,,,,1.0,5.0,4.0,3.0
2021-11-15,14.0,,6.0,0.0,0.0,2.0,58.0,0.0,22.0,0.0,39.0,,,,0.0,0.0,0.0,0.0
2021-11-16,8.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,,,,0.0,3.0,2.0,17.0
2021-11-17,19.0,,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,4.0
2021-11-18,51.0,,3.0,0.0,0.0,1.0,15.0,0.0,18.0,0.0,5.0,,,,2.0,0.0,0.0,0.0
2021-11-19,5.0,,4.0,0.0,83.0,5.0,17.0,14.0,0.0,0.0,3.0,,,,0.0,0.0,2.0,0.0
2021-11-20,10.0,,4.0,19.0,6.0,9.0,10.0,11.0,6.0,0.0,4.0,,,,17.0,21.0,81.0,27.0
2021-11-21,4.0,,27.0,0.0,37.0,26.0,64.0,0.0,20.0,0.0,3.0,,,,0.0,0.0,1.0,0.0
2021-11-22,0.0,,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,,,,0.0,0.0,0.0,1.0
2021-11-23,33.0,,36.0,13.0,6.0,12.0,27.0,16.0,28.0,0.0,4.0,,,,3.0,9.0,16.0,26.0
2021-11-24,4.0,,3.0,2.0,4.0,4.0,4.0,3.0,11.0,0.0,4.0,,,,4.0,2.0,2.0,2.0
2021-11-25,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,2.0
2021-11-26,,,,0.0,2.0,0.0,,0.0,,,,,,,0.0,,,
2021-11-27,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,2.0,,,,14.0,0.0,0.0,
2021-11-28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
2021-11-29,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
2021-11-30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
2021-12-01,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,,0.0,0.0,0.0,2.0
2021-12-02,15.0,,16.0,26.0,12.0,20.0,23.0,,6.0,0.0,30.0,,,,33.0,15.0,7.0,17.0
2021-12-03,,,,,,,,,,,,,,,,,,
2021-12-04,,,,,,,,,,,,,,,,,,
2021-12-05,,,,,,,,,,,,,,,,,,
2021-12-06,,,,,,,,,,,,,,,,,,
2021-12-07,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2021-12-08,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,2.0,0.0
2021-12-09,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0
2021-12-10,0.0,,14.0,11.0,7.0,3.0,5.0,6.0,3.0,0.0,12.0,,7.0,,11.0,9.0,27.0,11.0
2021-12-11,5.0,,8.0,1.0,21.0,18.0,13.0,5.0,8.0,0.0,2.0,,36.0,,7.0,11.0,2.0,4.0
2021-12-12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-12-13,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-12-14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-12-15,4.0,,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,,5.0,,0.0,0.0,0.0,1.0
2021-12-16,0.0,,0.0,0.0,5.0,14.0,1.0,0.0,0.0,9.0,3.0,,4.0,,0.0,0.0,4.0,21.0
2021-12-17,37.0,,7.0,3.0,6.0,5.0,4.0,3.0,9.0,17.0,5.0,,3.0,,1.0,14.0,11.0,4.0
2021-12-18,44.0,,20.0,3.0,58.0,59.0,49.0,11.0,3.0,40.0,44.0,,13.0,,13.0,6.0,7.0,18.0
2021-12-19,18.0,,,15.0,13.0,11.0,,15.0,,9.0,8.0,,,,11.0,14.0,,
2021-12-20,1.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,
2021-12-21,1.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,
2021-12-22,1.0,,1.0,1.0,0.0,0.0,12.0,10.0,17.0,23.0,11.0,,1.0,,16.0,8.0,30.0,22.0
2021-12-23,0.0,,2.0,0.0,14.0,0.0,6.0,26.0,0.0,17.0,67.0,,14.0,,17.0,0.0,0.0,0.0
2021-12-24,0.0,,0.0,7.0,0.0,0.0,13.0,0.0,17.0,10.0,5.0,,0.0,,7.0,12.0,4.0,5.0
2021-12-25,0.0,,5.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,,3.0,,0.0,3.0,7.0,7.0
2021-12-26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0
2021-12-27,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-12-28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-12-29,0.0,,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,1.0
2021-12-30,0.0,,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,,5.0,,1.0,0.0,5.0,5.0
2021-12-31,14.0,,70.0,69.0,51.0,50.0,56.0,24.0,17.0,43.0,92.0,,45.0,,30.0,27.0,17.0,21.0
2022-01-01,11.0,,42.0,12.0,14.0,9.0,48.0,8.0,49.0,28.0,37.0,,22.0,,5.0,2.0,2.0,15.0
2022-01-02,58.0,,32.0,45.0,127.0,97.0,90.0,70.0,77.0,136.0,50.0,,103.0,,71.0,37.0,40.0,42.0
2022-01-03,6.0,,2.0,6.0,1.0,1.0,6.0,8.0,19.0,8.0,9.0,,7.0,,2.0,2.0,6.0,5.0
2022-01-04,2.0,,38.0,10.0,16.0,14.0,18.0,17.0,10.0,4.0,14.0,,6.0,,6.0,11.0,5.0,14.0
2022-01-05,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
2022-01-06,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2.0,0.0,1.0
2022-01-07,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,14.0,0.0
2022-01-08,0.0,,0.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,3.0,,0.0,1.0,4.0,1.0
2022-01-09,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2022-01-10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2022-01-15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-16,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-17,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,,0.0,,0.0,0.0,0.0,4.0
2022-01-18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-19,4.0,,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-21,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-22,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0
2022-01-24,,,,,,,,,,,,,,,,,,
2022-01-25,,,,,,,,,,,,,,,,,,
2022-01-26,,,,,,,,,,,,,,,,,,
2022-01-27,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-29,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-01-30,0.0,,29.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,0.0,,4.0,0.0,6.0,0.0
2022-01-31,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0
2022-02-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-02-02,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2022-02-03,0.0,,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2.0,0.0,0.0
