Date,sarawak_aman_5_bridge,sarawak_bako_causeway,sarawak_barrage,sarawak_batu_kawa_bridge,sarawak_batu_kitang_telemetry,sarawak_bau,sarawak_bau_bridge,sarawak_buan_bidi,sarawak_buntal_did,sarawak_kampung_git,sarawak_kampung_monggak,sarawak_kampung_opar,sarawak_kampung_rayu,sarawak_kampung_sagah,sarawak_kampung_similang,sarawak_kuching_airport,sarawak_kuching_city_south,sarawak_kuching_saberkas,sarawak_malihah,sarawak_maong_tengah_kiri,sarawak_matang,sarawak_padawan,sarawak_padungan,sarawak_pang_tebang,sarawak_rampangi,sarawak_satok_b,sarawak_sebubut,sarawak_semariang_fisheries,sarawak_semban,sarawak_sibu_laut,sarawak_siniawan,sarawak_siol_jps,sarawak_sungai_china,sarawak_sungai_opar,sarawak_sungai_pedid,sarawak_sungai_tengah,sarawak_telok_assam,sarawak_ulu_maong,sarawak_upper_sungai_staat,sarawak_mid_sungai_kuap
2025-09-06,116.0,163.5,812.5,40.0,114.5,15.5,31.0,62.5,214.5,505.0,182.0,55.0,107.0,394.5,894.0,140.0,198.0,42.5,1273.5,421.5,450.5,405.5,73.0,82.5,284.0,136.0,384.0,337.0,883.0,51.0,121.0,261.5,116.5,107.5,133.0,1578.0,536.0,60.0,160.0,157.5
2025-09-07,0.0,394.5,63.5,0.0,0.0,0.0,24.5,0.0,138.5,0.0,0.0,0.0,0.0,0.0,736.0,24.0,0.0,0.0,33.5,0.0,16.0,,0.0,84.0,74.0,18.5,27.5,45.0,64.5,32.0,0.0,67.0,0.0,0.0,0.0,0.0,230.5,16.0,26.0,20.0
2025-09-08,580.0,1058.0,1184.5,696.0,1023.0,502.5,413.0,489.5,827.0,941.5,423.0,272.0,446.5,539.0,1340.5,985.0,1143.5,1022.0,738.5,1006.0,675.0,,1144.0,331.0,797.0,1013.5,690.0,1001.0,514.0,515.5,628.5,1054.5,610.0,329.0,360.5,656.0,1899.0,1139.0,749.5,1070.0
2025-09-09,426.0,241.0,211.5,15.0,101.5,14.0,40.0,860.0,27.0,586.5,921.0,209.5,77.0,4.0,97.5,14.5,139.0,130.0,9.5,110.5,89.0,332.5,129.0,386.5,55.0,133.5,61.0,76.5,228.0,10.5,20.0,162.5,23.5,207.5,637.0,10.5,92.0,45.0,243.0,36.0
2025-09-10,2387.0,1632.5,1758.0,1016.0,1161.0,1620.0,1713.0,4576.5,2178.0,1228.0,4276.0,2026.0,2052.0,2090.0,2519.5,1787.5,1489.5,1626.5,2040.5,1538.0,3790.0,1662.5,1517.5,4154.0,3393.5,1129.0,4247.0,3164.5,2387.0,3209.0,1275.5,1986.5,3172.0,2103.0,4249.0,4027.5,3533.5,1678.5,2328.5,1943.5
2025-09-11,149.0,20.5,0.0,42.5,0.0,73.0,95.5,143.0,0.0,415.5,291.0,77.5,984.0,0.0,41.5,220.5,359.0,109.0,0.0,0.0,59.5,194.5,122.5,1675.5,91.0,479.5,36.5,46.0,87.0,79.0,7.5,794.0,9.0,114.5,3278.5,8.0,202.0,66.5,112.0,36.5
2025-09-12,2054.5,48.0,95.5,215.5,144.5,413.0,359.0,1062.5,16.0,427.0,619.0,1077.5,2207.5,182.5,190.0,105.5,85.0,46.5,25.0,65.0,103.5,1894.0,69.0,839.0,47.0,32.5,109.5,63.5,1055.0,2509.0,235.5,31.0,1549.5,1041.5,882.5,95.5,20.0,58.0,504.0,103.0
2025-09-13,857.0,159.5,227.5,633.5,119.5,249.0,189.5,221.5,183.5,529.0,271.0,159.0,177.0,152.5,837.5,242.5,638.5,368.0,350.0,510.5,157.5,,202.0,164.5,256.5,209.0,176.0,155.5,685.0,281.5,150.0,150.5,217.0,180.0,210.5,153.5,273.0,850.5,300.5,660.5
2025-09-14,172.0,114.0,134.0,204.5,334.5,264.5,243.5,290.0,43.5,252.5,270.5,176.5,89.5,114.0,89.0,228.5,181.5,154.5,162.5,191.5,58.0,169.5,179.5,288.0,0.0,137.5,91.5,88.0,137.5,27.5,290.5,119.0,46.0,223.0,381.0,89.5,24.5,246.0,298.0,247.0
2025-09-15,247.0,449.0,197.5,1007.5,41.5,0.0,0.0,0.0,1068.5,0.0,451.0,0.0,775.5,251.0,364.0,1.0,12.0,0.0,884.5,0.0,703.5,726.0,16.5,203.0,583.5,3.5,1069.5,181.0,414.5,700.0,61.0,153.5,1285.0,0.0,455.5,729.5,0.0,0.0,629.0,4.5
2025-09-16,550.5,300.5,230.0,571.5,928.0,338.5,297.0,256.0,292.0,268.5,253.5,494.5,208.0,362.0,353.0,372.0,261.5,258.5,754.0,386.5,737.5,457.0,234.5,509.5,359.0,247.0,699.0,295.5,377.0,209.0,,325.5,258.0,502.5,859.0,1206.5,419.5,309.5,318.0,231.0
2025-09-17,646.5,859.0,935.0,844.5,821.0,1643.0,1249.0,1662.0,834.0,651.5,1861.5,553.5,590.0,590.0,1322.0,1584.0,797.5,640.5,596.0,925.5,498.0,1387.0,776.5,1306.0,672.5,635.0,517.5,664.0,537.5,439.0,904.0,733.5,426.0,554.0,1431.5,560.0,1177.5,1020.5,879.5,878.0
2025-09-18,84.5,43.5,39.0,45.5,,77.0,74.0,101.5,0.0,80.0,41.5,45.5,0.0,45.0,0.0,36.0,45.0,86.0,86.0,88.0,40.5,83.5,45.5,33.5,0.0,45.0,39.5,42.5,116.5,0.0,71.5,32.5,38.5,66.0,77.0,44.0,0.0,87.5,118.5,86.5
2025-09-19,0.0,0.0,41.0,20.5,,181.0,77.0,19.0,0.0,0.0,183.5,44.5,0.0,21.5,0.0,0.0,23.0,0.0,0.0,22.0,0.0,0.0,44.5,423.5,-9999.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,133.5,17.5,0.0,0.0,0.0,448.0,0.0
2025-09-20,0.0,286.0,35.0,237.0,,0.0,0.0,24.0,,,0.0,0.0,54.0,33.0,93.5,0.0,317.5,245.0,54.5,207.5,32.5,,142.5,0.0,202.5,739.5,32.5,136.0,22.5,30.5,0.0,141.0,61.5,0.0,0.0,66.5,2024.0,31.0,0.0,169.5
2025-09-21,0.0,33.5,71.0,0.0,,29.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,125.0,16.0,0.0,0.0,0.0,0.0,,44.0,0.0,0.0,17.5,0.0,0.0,84.5,0.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,209.5,77.5
2025-09-22,23.5,9.5,28.0,295.0,,74.0,73.0,0.0,0.0,0.0,0.0,0.0,95.5,0.0,0.0,25.0,90.0,15.5,110.0,0.0,0.0,0.0,0.0,0.0,0.0,121.5,0.0,13.5,0.0,0.0,0.0,40.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0
2025-09-23,292.5,284.5,260.0,0.0,,0.0,0.0,0.0,0.0,147.0,0.0,12.5,417.5,0.0,416.0,218.0,97.0,71.0,0.0,0.0,427.0,495.0,98.0,0.0,153.5,0.0,257.0,0.0,289.5,1079.0,17.0,52.5,473.5,0.0,0.0,12.5,0.0,28.5,49.5,0.0
2025-09-24,407.5,327.5,328.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,0.0,26.0,270.0,50.0,319.0,117.0,0.0,42.5,0.0,0.0,,324.5,0.0,0.0,93.5,0.0,0.0,0.0,0.0,3.0,28.5,10.0,0.0,44.5,14.0,0.0,112.0,63.0,28.0
2025-09-25,383.5,0.0,0.0,0.0,0.0,73.5,38.0,0.0,33.0,1205.0,0.0,8.0,52.5,0.0,268.5,80.5,27.0,0.0,0.0,0.0,0.0,,0.0,93.0,162.0,0.0,0.0,0.0,167.5,0.0,0.0,0.0,25.5,7.5,26.5,0.0,0.0,0.0,31.5,864.0
2025-09-26,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,27.5,28.0
2025-09-27,0.0,0.0,0.0,0.0,0.0,217.0,79.5,53.0,0.0,0.0,692.5,0.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,9.5,0.0,455.0,0.0,0.0,0.0,0.0,9.0,0.0,168.0,0.0,253.0,0.0,541.5,0.0,0.0,0.0,63.5,0.0
2025-09-28,0.0,29.0,235.5,273.0,181.0,70.5,77.0,33.5,164.0,73.5,118.0,87.0,18.0,256.5,0.0,348.5,638.5,392.0,673.5,486.0,8.5,0.0,828.0,78.0,62.0,816.5,10.5,841.0,253.5,66.0,549.0,789.5,38.5,244.0,,90.0,5.5,167.0,35.0,0.0
2025-09-29,160.5,391.5,381.0,254.5,295.0,229.5,186.0,193.5,447.5,261.0,75.5,111.5,252.5,260.5,548.5,290.5,382.5,295.5,291.0,290.5,283.0,233.0,380.5,75.0,444.5,315.5,286.0,338.0,96.0,310.0,225.0,401.5,307.5,142.0,79.5,348.5,510.0,297.0,228.0,351.5
2025-09-30,25.5,5.0,0.0,8.0,42.5,1235.0,1049.0,1206.0,129.5,0.0,184.0,0.0,19.5,253.5,0.0,87.0,0.0,12.5,129.5,45.0,95.0,0.0,0.0,727.0,42.0,0.0,43.5,135.0,13.5,46.0,18.0,87.0,16.5,0.0,150.0,219.5,85.5,187.0,604.5,0.0
2025-10-01,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,100.0,0.0,22.0,603.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,56.5,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,569.0,0.0,0.0,32.0,0.0,0.0,0.0
2025-10-02,131.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,27.0,0.0,91.0,1622.5,0.0,0.0,0.0,0.0,0.0,0.0,84.0,59.5,324.5,0.0,28.0,0.0,0.0,60.0,0.0,20.0,134.0,0.0,0.0,847.5,67.0,0.0,82.0,0.0,0.0,65.0,0.0
2025-10-03,202.0,4779.0,3608.0,670.0,790.0,360.5,335.5,149.0,2750.5,251.0,307.0,225.5,723.5,416.5,4237.5,1300.0,2392.0,1027.0,557.0,1104.0,526.5,195.0,2660.0,203.5,2743.5,1121.0,578.0,1384.5,205.5,1164.0,275.0,1997.0,791.5,257.5,227.0,466.0,4492.0,1435.5,229.5,1603.0
2025-10-04,110.5,107.5,114.5,40.0,92.0,51.5,50.0,53.0,245.5,134.5,105.5,32.0,73.0,57.5,94.0,87.5,69.0,49.5,67.5,60.5,65.0,51.0,76.5,122.5,196.5,60.5,69.0,95.0,82.5,96.0,73.5,87.5,75.5,38.0,103.0,85.0,227.5,66.5,96.0,155.5
2025-10-05,125.0,80.5,40.5,0.0,44.0,44.0,0.0,42.5,48.0,87.0,77.5,43.5,73.5,0.0,77.5,30.5,40.0,39.0,71.0,28.5,86.0,128.0,40.5,43.5,40.0,0.0,39.0,86.5,63.5,38.0,43.0,80.0,75.5,43.0,79.0,39.0,32.5,30.0,43.0,37.5
2025-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,312.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,24.5,0.0,0.0,0.0,0.0
2025-10-07,48.0,0.0,0.0,0.0,98.5,1348.0,1163.0,900.0,0.0,0.0,503.5,35.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,23.0,0.0,44.5,0.0,0.0,0.0,0.0,28.0,0.0,15.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,744.0,46.5
2025-10-08,1469.5,288.5,816.0,7.5,852.0,276.0,192.5,70.0,164.5,8.5,19.0,108.0,209.5,693.0,548.0,40.0,0.0,0.0,391.0,0.0,588.0,545.0,0.0,86.0,239.0,6.5,632.5,1252.0,94.0,486.5,320.5,600.0,558.5,155.5,50.5,618.5,163.0,0.0,26.5,0.0
2025-10-09,293.0,454.0,203.5,325.0,274.0,35.0,50.0,102.0,240.0,676.5,200.0,0.0,60.0,1155.5,265.5,235.5,245.0,353.5,-9307.0,502.5,399.5,45.0,172.0,512.5,295.0,217.5,337.5,122.5,622.5,314.0,66.0,146.5,1981.5,0.0,353.0,567.5,694.5,472.5,348.0,2078.0
2025-10-10,1045.0,537.5,230.5,291.0,66.0,323.5,288.0,458.0,338.5,860.0,91.0,577.5,463.0,1023.5,42.0,10.5,133.0,70.5,730.0,123.5,809.5,567.5,97.0,0.0,1289.5,150.5,973.0,666.0,310.0,180.5,413.5,685.5,945.0,535.5,0.0,635.0,395.5,34.5,424.5,107.5
2025-10-11,32.0,0.0,14.0,70.0,25.5,106.5,39.0,82.5,27.5,0.0,339.5,144.0,399.5,49.5,10.5,107.0,0.0,142.0,0.0,361.5,344.0,0.0,34.5,432.0,26.5,0.0,206.5,0.0,14.5,28.0,10.5,0.0,192.5,199.0,377.5,75.5,0.0,61.5,29.0,0.0
2025-10-12,135.0,159.5,1264.0,350.0,1210.5,169.5,188.0,95.5,358.5,101.0,41.0,283.5,193.5,443.0,219.5,224.5,258.5,505.0,346.0,510.0,944.0,5.5,199.5,1488.5,155.0,446.0,393.0,817.5,23.0,104.5,791.5,576.5,363.0,327.5,20.0,291.0,204.0,695.5,143.5,206.5
2025-10-13,751.5,441.5,486.5,438.5,836.5,657.0,524.5,613.5,392.0,663.5,527.5,480.0,413.0,440.5,403.0,651.5,575.5,529.0,507.0,613.5,460.5,823.0,531.0,617.0,422.5,486.5,426.5,393.5,889.5,387.0,701.5,465.0,389.5,525.0,553.0,451.0,267.0,573.0,617.0,709.0
2025-10-14,167.5,326.0,592.0,740.0,1092.5,125.5,140.0,139.5,867.0,1174.0,256.0,109.5,370.0,124.5,794.5,1552.0,522.0,415.0,187.0,379.0,190.0,583.0,533.5,291.5,237.0,343.5,177.0,109.0,,1389.0,310.0,100.5,256.5,135.5,288.5,101.0,404.0,720.0,523.5,1076.5
2025-10-15,34.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,28.5,0.0,0.0,188.5,0.0,0.0,0.0,21.5,0.0,0.0,23.5,13.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,311.0,0.0,0.0,0.0,0.0,25.5,0.0
2025-10-16,812.0,761.0,751.0,37.0,0.0,872.5,1250.5,1101.5,2663.5,105.0,1537.0,227.0,89.0,,1778.5,2187.0,994.5,873.5,147.5,474.5,73.5,329.5,767.5,1404.0,1408.5,610.5,171.0,0.0,67.5,468.0,831.5,2005.5,144.0,356.0,1442.5,73.5,1025.5,1330.5,13.5,1207.5
2025-10-17,1407.5,894.5,2014.0,366.0,2375.5,1364.0,1780.0,2495.0,572.5,2780.5,1342.5,1768.5,685.5,289.5,1738.0,2124.5,889.0,296.0,300.0,296.0,210.5,,1023.5,1398.0,620.0,333.0,227.0,392.5,826.0,352.0,1370.5,901.0,336.0,1904.5,2395.0,196.5,729.5,514.0,2675.5,1823.5
2025-10-18,36.0,0.0,0.0,0.0,46.0,28.5,45.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,,40.5,66.0,0.0,23.5,41.0,25.0,203.0,0.0,44.5,34.5,0.0,57.0,81.5,0.0,0.0,0.0,0.0,0.0
2025-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1520.5,68.5
2025-10-20,0.0,26.0,0.0,418.0,0.0,565.0,440.5,0.0,0.0,278.0,40.0,729.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,60.0,0.0,0.0,0.0,738.5,113.0,0.0,281.0,229.5,0.0,311.5,0.0,38.0,0.0,0.0,248.5,23.0
2025-10-21,654.0,872.0,494.0,785.5,635.5,1167.0,930.0,1847.0,787.0,1029.0,195.5,229.5,969.0,964.5,440.0,153.0,923.5,347.0,1053.5,594.5,1421.0,956.5,905.5,65.5,1077.5,840.5,1787.5,397.5,111.5,68.5,1252.0,540.0,3145.0,247.0,175.5,945.0,3.5,1037.0,1623.0,878.0
2025-10-22,1082.0,2028.5,2361.0,284.0,468.5,319.5,265.0,346.5,1740.0,315.0,476.0,337.5,3780.5,277.5,2113.5,327.0,1880.0,1485.0,435.0,1758.5,635.0,1202.0,2145.5,557.0,1920.5,1846.0,677.5,1576.5,866.0,1255.5,364.0,1544.5,2551.0,323.0,449.0,442.0,1981.0,522.5,884.0,237.0
2025-10-23,189.5,41.0,0.0,77.5,28.5,0.0,0.0,0.0,819.5,0.0,0.0,48.0,61.0,185.5,72.5,0.0,0.0,15.0,106.5,15.0,101.0,322.0,13.5,0.0,267.0,208.5,76.5,455.0,283.5,73.5,0.0,453.5,110.5,37.5,41.0,272.0,1008.0,0.0,0.0,16.0
2025-10-24,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,198.5,0.0,0.0,34.0,0.0,8.0,0.0,0.0,20.0,30.0,177.0,0.0,0.0,0.0,18.0,30.0,31.0,0.0,0.0,0.0,0.0,45.0,-9855.5,0.0,0.0,22.5,0.0,0.0,0.0
2025-10-25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,42.0,0.0,156.5,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,25.0
2025-10-26,0.0,41.0,776.5,41.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,132.5,0.0,851.0,0.0,406.5,142.5,0.0,0.0,0.0,0.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,0.0,11.5,78.0,0.0,0.0,4.0,0.0,30.5,0.0,0.0
2025-10-27,332.0,8.5,0.0,0.0,545.5,151.0,25.0,189.5,0.0,699.0,452.5,0.0,0.0,0.0,93.5,441.5,24.5,0.0,7.5,0.0,0.0,470.0,0.0,444.5,0.0,0.0,31.5,0.0,750.5,28.0,123.0,18.5,0.0,0.0,286.5,30.5,18.0,0.0,538.5,321.5
2025-10-28,309.0,38.0,0.0,0.0,34.0,0.0,0.0,21.0,358.5,82.0,27.5,0.0,0.0,0.0,39.0,39.5,0.0,0.0,0.0,0.0,0.0,316.5,0.0,87.5,285.0,0.0,0.0,0.0,176.5,21.5,0.0,0.0,0.0,0.0,71.0,0.0,114.5,48.0,45.0,26.0
2025-10-29,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,32.5,0.0,0.0,0.0,0.0
2025-10-30,8.5,251.0,318.0,155.0,316.0,144.0,247.0,382.0,375.5,125.0,16.0,307.0,134.5,464.5,357.0,29.5,141.5,260.5,543.5,211.0,474.5,,137.5,-9994.5,70.5,55.5,388.0,48.5,6.0,450.0,41.0,428.5,268.0,350.5,44.5,786.5,145.5,128.5,-9926.5,495.0
2025-10-31,199.5,179.0,230.0,153.5,280.5,196.0,211.5,375.5,46.0,228.5,583.5,92.0,26.5,94.5,231.5,231.5,170.5,188.0,140.5,189.0,88.5,209.5,170.5,357.5,95.0,141.0,94.0,94.0,309.0,46.5,255.5,116.5,0.0,193.0,549.5,125.0,92.5,234.5,223.5,306.5
2025-11-01,466.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,-9999.0,0.0,14.5,0.0,460.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-02,42.5,0.0,0.0,66.5,0.0,0.0,0.0,0.0,337.5,16.5,93.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,120.0,,0.0,100.5,334.0,0.0,0.0,0.0,97.5,0.0,0.0,0.0,0.0,0.0,205.5,0.0,2099.5,0.0,0.0,0.0
2025-11-03,162.0,752.5,1330.5,1522.0,404.5,0.0,16.0,58.0,0.0,0.0,445.5,595.5,19.5,1777.0,0.0,2144.0,507.5,1528.5,2333.0,908.5,415.0,,697.0,65.0,0.0,322.5,413.0,0.0,22.5,0.0,48.0,432.0,132.5,873.0,59.5,386.5,0.0,1944.0,96.0,2706.5
2025-11-04,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,29.5,0.0,0.0,26.0,0.0
2025-11-05,500.0,291.0,601.0,270.0,455.5,378.5,468.0,385.0,217.5,92.5,409.5,950.0,1545.0,536.5,242.0,204.0,772.0,713.5,1373.0,702.0,1467.0,,545.5,347.0,207.5,431.0,1613.0,1385.5,289.0,105.0,441.5,682.5,1695.0,1007.5,190.0,1256.5,250.0,681.0,124.5,164.0
2025-11-06,213.5,29.0,76.5,14.5,184.5,83.0,5.5,35.0,308.5,14.5,24.0,0.0,30.5,132.0,282.0,27.0,133.5,13.0,246.5,12.5,102.5,616.0,86.5,26.0,102.5,32.5,149.0,223.5,0.0,159.0,0.0,107.0,17.0,0.0,25.0,110.0,654.5,15.5,18.5,340.0
2025-11-07,43.5,25.0,107.5,528.5,529.5,1346.5,1065.0,298.5,0.0,1047.5,103.5,829.0,27.5,335.5,8.0,188.0,251.0,792.5,318.0,1049.0,50.0,0.0,254.0,63.0,8.0,467.5,70.0,238.0,15.0,29.0,692.5,255.0,29.5,897.5,115.5,138.0,12.0,774.0,1631.5,58.5
2025-11-08,0.0,0.0,0.0,337.5,0.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,528.5,0.0,506.0,37.5,394.5,19.5,93.5,408.0,0.0,15.5,43.5,31.0,0.0,223.0,0.0,24.0,28.5,43.5,0.0,0.0,28.0,0.0,275.0,0.0,371.5,0.0,214.5
2025-11-09,716.0,308.5,22.0,47.0,0.0,337.5,188.0,22.0,78.0,1724.5,220.5,135.5,328.0,23.5,447.5,45.5,252.0,651.5,98.0,632.0,47.0,694.5,89.0,243.0,218.0,914.0,48.5,850.5,41.0,0.0,242.5,570.0,185.5,90.5,0.0,0.0,0.0,345.5,1332.0,0.0
2025-11-10,105.5,27.5,32.5,0.0,602.0,26.0,0.0,128.5,0.0,0.0,19.5,21.0,87.0,641.0,989.5,129.0,42.5,64.5,292.0,304.5,41.0,0.0,21.0,250.5,482.5,303.5,168.5,403.5,880.5,758.5,82.5,50.0,0.0,129.5,55.5,273.5,40.0,544.0,0.0,129.0
2025-11-11,1389.0,0.0,0.0,6.0,110.0,956.5,1207.5,777.5,46.0,,130.5,1417.0,6.0,52.0,0.0,173.5,27.0,0.0,35.5,0.0,0.0,174.5,0.0,389.5,154.0,1.0,0.0,28.0,825.0,0.0,475.0,27.5,0.0,1497.5,306.5,5.5,26.0,70.0,569.0,88.0
2025-11-12,740.5,1085.0,294.5,586.0,681.5,1684.5,1448.0,3349.0,128.5,2280.5,2017.5,2480.0,2497.0,515.5,7.5,2224.0,2600.5,1744.5,122.0,1412.0,1063.0,915.0,2184.0,2434.0,60.0,1191.5,726.0,1684.5,1239.0,52.0,907.0,1317.5,214.5,3599.0,1515.0,246.0,3.5,1403.5,1257.0,1373.0
2025-11-13,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,,0.0,0.0,0.0,0.0,0.0,24.5,0.0,449.0,0.0,571.5,29.0,0.0,0.0,23.0,224.5,0.0,2.0,21.5,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0
2025-11-14,57.5,0.0,0.0,110.5,85.0,0.0,0.0,0.0,0.0,1390.0,0.0,0.0,0.0,40.5,0.0,37.5,0.0,0.0,2.0,47.5,0.0,61.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,9.5,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.5,0.0
2025-11-15,1053.5,37.0,0.5,0.0,67.5,102.5,-9959.5,36.5,684.0,477.5,306.0,648.5,468.0,400.5,125.0,0.0,0.0,-9999.0,0.0,0.0,0.0,146.5,0.0,422.5,304.0,0.0,0.0,0.0,621.0,1659.5,71.5,0.0,93.0,278.0,495.0,318.5,2214.0,0.0,20.0,122.0
2025-11-16,608.5,184.5,187.0,218.0,4.5,659.5,842.5,1431.0,46.5,267.0,1247.5,135.5,19.5,225.0,0.0,0.0,367.5,110.0,71.5,38.5,0.0,887.0,164.5,2923.5,0.0,91.5,17.0,16.5,357.5,47.0,1212.5,36.0,561.0,224.0,2504.0,38.5,153.0,110.5,974.5,5.0
2025-11-17,133.5,227.5,624.5,90.5,479.0,190.5,172.5,126.0,56.0,551.0,,161.5,489.0,74.0,208.0,350.5,579.0,1160.5,49.0,656.5,305.5,151.0,453.5,598.0,28.0,678.5,95.5,109.5,134.0,22.0,808.0,123.0,585.0,183.5,243.5,41.5,267.0,834.0,732.5,735.5
2025-11-18,503.5,409.5,565.5,627.0,1468.0,1581.0,1432.5,970.0,352.5,1188.0,,1027.5,293.5,480.5,457.0,564.5,757.0,684.5,973.5,918.0,476.0,407.0,633.0,1235.0,411.5,814.5,913.0,1009.5,1304.0,317.0,1945.0,525.0,1390.0,1072.5,830.0,506.5,563.0,686.5,2018.5,1267.0
2025-11-19,344.5,60.5,29.0,51.5,24.5,695.0,601.0,616.5,22.0,558.0,1148.5,71.0,102.0,172.0,20.0,50.0,42.0,127.5,249.5,52.5,37.5,626.5,16.5,101.5,2.5,74.5,71.5,223.5,30.5,378.0,187.5,236.0,55.5,103.0,341.0,18.5,29.5,76.5,658.5,151.0
2025-11-20,1169.0,1255.5,751.0,820.0,2180.5,760.5,646.5,781.0,344.0,801.5,240.5,489.0,2633.0,,626.5,1719.0,823.5,898.5,1769.0,1519.0,1836.0,1123.5,929.0,818.5,651.0,790.5,1870.5,2333.5,479.0,956.5,2454.5,2606.5,1855.0,547.5,528.5,,377.5,1472.0,1328.0,1206.0
2025-11-21,262.5,107.5,14.5,185.0,947.5,450.5,644.0,266.0,20.0,202.0,35.0,456.0,44.0,274.5,92.5,392.0,27.0,73.0,129.5,87.0,107.0,17.5,26.5,4.0,14.5,24.0,85.5,59.0,322.0,0.0,766.5,3.5,135.5,567.5,11.5,90.5,55.0,174.0,92.0,256.5
2025-11-22,329.5,1399.5,712.0,378.5,265.5,163.5,124.0,162.5,456.0,115.5,56.0,186.5,1103.0,220.5,729.5,910.0,1095.5,1490.5,323.0,933.5,383.5,,864.0,61.0,1020.0,1217.5,394.0,861.0,560.5,1013.5,194.0,1065.0,1522.0,301.0,37.0,270.5,662.5,1114.5,69.0,1263.5
2025-11-23,164.0,163.5,628.0,647.0,773.0,754.0,828.0,615.5,125.5,299.0,335.5,897.5,923.0,1313.0,140.0,932.0,1303.0,1966.5,896.5,2662.0,905.0,,1371.0,467.5,86.0,1328.0,685.5,518.0,279.0,198.5,849.5,571.0,572.5,940.5,650.5,780.0,156.0,2011.5,394.5,2047.5
